Order_ID,Order_Date,Product_Name,Category,Region,Customer_Type,Sales_Channel,Quantity_Sold,Unit_Price,Discount,Sales_Amount,Profit,Stock_Available
ORD001075,30-07-2023,Wireless Mouse,Electronics,South,Loyal,Retail Store,3,822.71,0,2468.13,968.19,48
ORD001076,08-04-2024,Men's T-Shirt,Fashion,North,New,Online,4,713.54,0.05,2711.45,888.03,75
ORD001077,15-06-2024,Bluetooth Speaker,Electronics,North,Returning,Retail Store,4,1493.7,0.05,5676.06,1944.34,44
ORD001078,15-12-2023,Laptop Stand,Electronics,Central,Returning,Retail Store,3,1282.63,0.2,3078.31,1036.86,39
ORD001079,08-09-2023,Moisturizer,Beauty,Central,Loyal,Retail Store,3,616.26,0.1,1663.9,473.18,62
ORD001080,07-04-2024,Smart Watch,Electronics,East,Loyal,Online,3,3022.77,0.05,8614.89,3399.22,17
ORD001081,09-06-2023,Smart Watch,Electronics,West,Returning,Online,3,3009.22,0,9027.66,2681.32,51
ORD001082,28-11-2024,Women's Kurti,Fashion,Central,Returning,Online,4,1220.61,0.15,4150.07,1171.83,13
ORD001083,30-10-2025,USB-C Charger,Electronics,South,Returning,Online,4,1022.37,0.15,3476.06,1121.7,43
ORD001084,21-05-2023,Jeans,Fashion,West,Returning,Online,3,1613.17,0.2,3871.61,930.78,54
ORD001085,14-08-2023,Running Shoes,Fashion,North,Returning,Retail Store,3,2508.53,0,7525.59,2454.67,42
ORD001086,31-08-2023,Perfume,Beauty,North,New,Retail Store,2,1305.64,0.1,2350.15,755.77,56
ORD001087,12-07-2024,Water Bottle,Home & Kitchen,North,New,Retail Store,4,493.86,0.1,1777.9,458.5,52
ORD001088,20-12-2025,Sunscreen,Beauty,West,New,Online,4,555.76,0,2223.04,915.44,26
ORD001089,19-04-2023,Bluetooth Speaker,Electronics,Central,Loyal,Retail Store,2,1489.67,0,2979.34,1181.37,56
ORD001090,13-03-2025,Non-stick Pan,Home & Kitchen,North,New,Retail Store,3,1091.76,0.15,2783.99,727.01,70
ORD001091,12-08-2024,Sunscreen,Beauty,East,Loyal,Retail Store,3,562.94,0.1,1519.94,523.5,36
ORD001092,03-05-2024,Men's T-Shirt,Fashion,East,New,Retail Store,2,716.47,0.05,1361.29,338.1,35
ORD001093,26-05-2025,Mixer Grinder,Home & Kitchen,North,New,Retail Store,4,3261.18,0,13044.72,4853.32,49
ORD001094,28-08-2025,Hair Serum,Beauty,North,Loyal,Retail Store,2,686.6,0,1373.2,306.88,39
ORD001095,12-04-2024,Moisturizer,Beauty,Central,Returning,Retail Store,3,590.01,0,1770.03,673.99,52
ORD001096,01-10-2025,Water Bottle,Home & Kitchen,Central,Returning,Retail Store,4,500.47,0.15,1701.6,656.05,47
ORD001097,26-11-2025,Sunscreen,Beauty,West,Returning,Online,6,555.58,0.25,2500.11,623.98,43
ORD001098,18-10-2023,Water Bottle,Home & Kitchen,West,Loyal,Online,5,513.3,0.25,1924.88,561.84,40
ORD001099,01-02-2024,Non-stick Pan,Home & Kitchen,North,Loyal,Online,5,1106.96,0.15,4704.58,1893.49,48
ORD001100,27-06-2024,Water Bottle,Home & Kitchen,East,Loyal,Retail Store,2,496.74,0.05,943.81,215.4,55
ORD001101,09-09-2023,Bedsheet Set,Home & Kitchen,West,Returning,Online,1,1291.75,0.05,1227.16,507.91,29
ORD001102,13-08-2025,Laptop Stand,Electronics,Central,New,Retail Store,5,1283.58,0.15,5455.21,1731.29,34
ORD001103,01-02-2023,LED Desk Lamp,Home & Kitchen,North,Returning,Retail Store,2,883.41,0,1766.82,496.77,89
ORD001104,02-01-2023,Bluetooth Speaker,Electronics,East,Loyal,Online,4,1533.4,0.2,4906.88,1732.45,84
ORD001105,26-06-2023,Jeans,Fashion,South,New,Retail Store,3,1640.43,0.1,4429.16,1232.02,50
ORD001106,27-12-2024,Running Shoes,Fashion,West,Loyal,Retail Store,1,2560.6,0,2560.6,1034.58,52
ORD001107,21-12-2023,Hair Serum,Beauty,West,Returning,Online,3,689.88,0.1,1862.68,695.77,25
ORD001108,02-05-2025,Perfume,Beauty,South,New,Retail Store,3,1333.24,0.1,3599.75,1123.95,45
ORD001109,13-06-2025,USB-C Charger,Electronics,South,Returning,Retail Store,1,1025.72,0.1,923.15,334.66,37
ORD001110,25-05-2025,LED Desk Lamp,Home & Kitchen,West,New,Online,5,882.21,0.1,3969.95,1482.2,30
ORD001111,11-09-2024,Running Shoes,Fashion,Central,New,Retail Store,2,2561.46,0.1,4610.63,1823.79,39
ORD001112,15-09-2023,Non-stick Pan,Home & Kitchen,North,New,Retail Store,1,1102.31,0.1,992.08,229.04,50
ORD001113,08-08-2023,Mixer Grinder,Home & Kitchen,Central,New,Online,3,3346.93,0.1,9036.71,3550.19,55
ORD001114,24-02-2024,Moisturizer,Beauty,South,New,Retail Store,1,593.72,0,593.72,210.85,33
ORD001115,28-09-2024,Wireless Mouse,Electronics,West,New,Online,3,783.02,0,2349.06,800.46,28
ORD001116,21-05-2024,Women's Kurti,Fashion,North,Returning,Retail Store,1,1198.44,0.1,1078.6,437.06,47
ORD001117,17-09-2025,Men's T-Shirt,Fashion,South,Loyal,Online,4,706.44,0.2,2260.61,695.87,20
ORD001118,04-06-2025,Laptop Stand,Electronics,North,Loyal,Online,4,1288.65,0.15,4381.41,1412.14,66
ORD001119,02-09-2025,Face Wash,Beauty,East,Returning,Retail Store,3,350.62,0.1,946.67,334.69,43
ORD001120,08-08-2023,LED Desk Lamp,Home & Kitchen,West,New,Retail Store,3,901.57,0.05,2569.47,855.23,40
ORD001121,11-03-2023,Sunscreen,Beauty,West,Returning,Online,5,550.86,0,2754.3,1004.25,56
ORD001122,21-11-2023,Water Bottle,Home & Kitchen,Central,Loyal,Online,4,511.54,0.15,1739.24,565.27,20
ORD001123,24-12-2023,Laptop Stand,Electronics,East,Returning,Retail Store,3,1319.47,0.1,3562.57,1344.3,17
ORD001124,17-03-2025,Smart Watch,Electronics,West,Loyal,Retail Store,2,2966.07,0.15,5042.32,1823.81,54
ORD001125,23-09-2023,Mixer Grinder,Home & Kitchen,Central,New,Online,4,3369.91,0.1,12131.68,2832.92,36
ORD001126,19-04-2024,USB-C Charger,Electronics,North,Loyal,Online,1,1016.98,0.05,966.13,402.17,45
ORD001127,04-08-2023,Men's T-Shirt,Fashion,West,New,Online,3,687.18,0,2061.54,556.82,33
ORD001128,23-06-2025,Water Bottle,Home & Kitchen,Central,Returning,Online,3,497.03,0,1491.09,536.41,38
ORD001129,14-02-2024,Women's Kurti,Fashion,East,Loyal,Online,1,1187.08,0,1187.08,299.64,55
ORD001130,26-06-2023,Hair Serum,Beauty,North,New,Retail Store,1,686.18,0,686.18,170.25,34
ORD001131,15-04-2025,Hair Serum,Beauty,Central,Loyal,Retail Store,4,710.53,0.15,2415.8,971.63,30
ORD001132,25-01-2024,Women's Kurti,Fashion,Central,New,Online,3,1212.1,0.05,3454.48,1145.99,38
ORD001133,17-06-2025,Bedsheet Set,Home & Kitchen,West,New,Retail Store,4,1323.84,0,5295.36,1480.82,27
ORD001134,17-04-2024,Bluetooth Speaker,Electronics,Central,Returning,Retail Store,2,1539.52,0.2,2463.23,996.26,44
ORD001135,02-01-2025,Smart Watch,Electronics,South,Loyal,Retail Store,3,2975.22,0.1,8033.09,2599.12,47
ORD001136,28-03-2025,Sunscreen,Beauty,North,Returning,Online,1,550.95,0.1,495.86,200.07,33
ORD001137,08-03-2023,Mixer Grinder,Home & Kitchen,West,Loyal,Retail Store,2,3242.82,0.2,5188.51,1353.41,67
ORD001138,08-05-2023,Running Shoes,Fashion,West,New,Retail Store,5,2536.87,0.1,11415.91,4259.45,64
ORD001139,25-05-2023,Bedsheet Set,Home & Kitchen,Central,Loyal,Online,2,1304.12,0.1,2347.42,577.21,14
ORD001140,02-08-2023,Bluetooth Speaker,Electronics,West,New,Online,1,1504.82,0.1,1354.34,509.65,47
ORD001141,24-04-2023,Wireless Mouse,Electronics,South,Returning,Online,1,810.33,0.15,688.78,154.02,44
ORD001142,03-03-2025,Non-stick Pan,Home & Kitchen,South,Loyal,Retail Store,2,1083.37,0,2166.74,527.81,49
ORD001143,21-12-2024,Women's Kurti,Fashion,East,Returning,Online,4,1180.53,0,4722.12,1048.36,32
ORD001144,31-01-2023,Running Shoes,Fashion,North,Loyal,Online,3,2484.33,0,7452.99,2107.89,64
ORD001145,21-08-2024,Laptop Stand,Electronics,Central,Loyal,Online,1,1278.01,0.15,1086.31,293.35,56
ORD001146,10-10-2025,Water Bottle,Home & Kitchen,South,Loyal,Online,3,508.49,0.15,1296.65,361.16,34
ORD001147,14-12-2025,Jeans,Fashion,East,Loyal,Retail Store,4,1594.73,0,6378.92,1927.5,10
ORD001148,26-07-2024,Smart Watch,Electronics,South,New,Online,4,2973.59,0.1,10704.92,3943.5,32
ORD001149,01-02-2025,Laptop Stand,Electronics,North,New,Retail Store,5,1322.65,0.15,5621.26,2308.14,40
ORD001150,11-03-2023,Jeans,Fashion,East,Returning,Retail Store,2,1571.79,0,3143.58,1228.87,41
ORD001151,08-02-2023,Non-stick Pan,Home & Kitchen,West,New,Retail Store,1,1087.15,0.1,978.44,299.61,65
ORD001152,06-03-2023,Perfume,Beauty,East,Returning,Online,5,1331.03,0.2,5324.12,2153.82,41
ORD001153,26-02-2023,Mixer Grinder,Home & Kitchen,Central,New,Retail Store,1,3386.19,0.15,2878.26,1066.34,61
ORD001154,11-08-2024,Perfume,Beauty,West,Returning,Retail Store,1,1306.72,0.2,1045.38,263.97,49
ORD001155,02-05-2024,Laptop Stand,Electronics,North,Loyal,Retail Store,2,1278.58,0.05,2429.3,655.88,65
ORD001156,22-11-2024,Hair Serum,Beauty,West,Loyal,Online,5,708.06,0.15,3009.25,1132.94,34
ORD001157,12-09-2023,Backpack,Fashion,Central,Returning,Online,1,1383.53,0.2,1106.82,345.93,20
ORD001158,13-08-2025,Bluetooth Speaker,Electronics,East,New,Retail Store,1,1499.65,0,1499.65,503.75,42
ORD001159,05-10-2024,Smart Watch,Electronics,West,New,Online,5,2977.94,0.15,12656.25,4037.16,52
ORD001160,28-10-2023,Sunscreen,Beauty,North,Loyal,Retail Store,4,556.81,0.1,2004.52,786,54
ORD001161,27-03-2023,Perfume,Beauty,South,Returning,Online,4,1336.36,0.05,5078.17,1133.57,62
ORD001162,25-04-2024,Water Bottle,Home & Kitchen,North,Loyal,Retail Store,4,490.95,0.1,1767.42,460.96,52
ORD001163,01-05-2025,Smart Watch,Electronics,West,Returning,Retail Store,4,3030.03,0.05,11514.11,3362.78,33
ORD001164,21-08-2025,Backpack,Fashion,Central,New,Online,4,1436.1,0.05,5457.18,2195.83,41
ORD001165,09-03-2024,Mixer Grinder,Home & Kitchen,Central,New,Retail Store,2,3328.94,0.2,5326.3,1538.29,18
ORD001166,08-03-2023,Laptop Stand,Electronics,West,Loyal,Retail Store,2,1335.28,0,2670.56,1117.53,32
ORD001167,06-09-2023,Moisturizer,Beauty,North,Loyal,Retail Store,1,600.23,0.1,540.21,147.93,31
ORD001168,14-05-2024,Mixer Grinder,Home & Kitchen,South,New,Online,4,3308.21,0,13232.84,4891.36,3
ORD001169,30-06-2025,Bedsheet Set,Home & Kitchen,East,Loyal,Online,4,1332.43,0,5329.72,1868.95,50
ORD001170,08-07-2025,Bedsheet Set,Home & Kitchen,South,Returning,Online,1,1333.15,0,1333.15,358.6,31
ORD001171,17-06-2024,Backpack,Fashion,East,Returning,Online,2,1406.35,0.1,2531.43,632.05,51
ORD001172,04-01-2024,LED Desk Lamp,Home & Kitchen,North,Loyal,Online,3,905.95,0.2,2174.28,882.81,67
ORD001173,16-09-2023,Bluetooth Speaker,Electronics,West,Returning,Retail Store,4,1478.94,0,5915.76,2327.12,41
ORD001174,26-12-2024,Laptop Stand,Electronics,West,Returning,Online,3,1280.75,0.05,3650.14,1458.18,23
ORD001175,03-04-2023,Smart Watch,Electronics,East,Returning,Retail Store,5,3006.46,0.15,12777.45,4944.37,41
ORD001176,03-10-2023,Men's T-Shirt,Fashion,Central,Loyal,Retail Store,6,690.34,0.05,3934.94,871.81,19
ORD001177,17-07-2025,Non-stick Pan,Home & Kitchen,East,New,Retail Store,1,1092.37,0.1,983.13,368.28,49
ORD001178,07-10-2025,Mixer Grinder,Home & Kitchen,North,Returning,Retail Store,2,3316.85,0.2,5306.96,2152.55,17
ORD001179,25-02-2025,Mixer Grinder,Home & Kitchen,South,Returning,Retail Store,3,3378.57,0.15,8615.35,3154.92,47
ORD001180,05-10-2024,USB-C Charger,Electronics,East,New,Retail Store,4,1003.33,0.15,3411.32,903.07,37
ORD001181,15-06-2024,Sunscreen,Beauty,North,Loyal,Online,5,540.65,0,2703.25,893.24,30
ORD001182,26-02-2023,Sunscreen,Beauty,North,New,Retail Store,4,543.38,0.2,1738.82,552.38,50
ORD001183,21-02-2024,Backpack,Fashion,Central,New,Online,1,1429.15,0,1429.15,398.72,61
ORD001184,29-06-2025,Bedsheet Set,Home & Kitchen,West,Returning,Online,3,1320.54,0.05,3763.54,915.64,66
ORD001185,31-03-2024,Smart Watch,Electronics,East,New,Retail Store,3,3033.58,0.1,8190.67,2642.05,53
ORD001186,20-03-2023,Bedsheet Set,Home & Kitchen,North,Loyal,Online,4,1285.39,0.05,4884.48,1619.86,42
ORD001187,17-01-2023,Running Shoes,Fashion,South,New,Retail Store,1,2533.15,0,2533.15,691.69,45
ORD001188,19-01-2024,Face Wash,Beauty,East,Loyal,Online,3,358.61,0,1075.83,421.11,69
ORD001189,07-01-2023,Bedsheet Set,Home & Kitchen,North,Returning,Retail Store,1,1284.59,0.15,1091.9,331.54,55
ORD001190,25-04-2024,Water Bottle,Home & Kitchen,West,Loyal,Retail Store,1,510,0.05,484.5,191.38,38
ORD001191,30-09-2025,Non-stick Pan,Home & Kitchen,Central,Returning,Retail Store,2,1089.05,0,2178.1,898.65,49
ORD001192,04-07-2025,Mixer Grinder,Home & Kitchen,South,Returning,Retail Store,2,3390.76,0.1,6103.37,2149.13,37
ORD001193,20-09-2023,Face Wash,Beauty,West,Returning,Online,1,347.1,0,347.1,111.59,31
ORD001194,23-10-2024,Jeans,Fashion,East,Returning,Retail Store,2,1598.89,0.15,2718.11,1093.97,47
ORD001195,24-03-2024,Mixer Grinder,Home & Kitchen,North,Loyal,Online,2,3377.45,0.1,6079.41,1989.2,56
ORD001196,06-11-2024,Laptop Stand,Electronics,Central,Loyal,Retail Store,1,1325.14,0.05,1258.88,299.68,22
ORD001197,23-12-2024,Perfume,Beauty,North,Loyal,Retail Store,3,1307.8,0.05,3727.23,1554.42,18
ORD001198,14-04-2024,Backpack,Fashion,South,New,Online,4,1409.7,0,5638.8,1521.01,33
ORD001199,11-02-2023,Moisturizer,Beauty,North,New,Online,1,591.72,0,591.72,165.86,54
ORD001200,11-03-2023,Jeans,Fashion,North,Returning,Online,3,1577.51,0.1,4259.28,1567.86,34
ORD001201,06-06-2023,Smart Watch,Electronics,Central,Loyal,Online,2,2942.04,0.1,5295.67,1951.62,26
ORD001202,15-07-2023,Hair Serum,Beauty,West,Loyal,Online,3,712.45,0.05,2030.48,619.36,67
ORD001203,10-09-2024,Jeans,Fashion,West,Returning,Online,3,1613.09,0.15,4113.38,1214.75,51
ORD001204,31-03-2024,Bedsheet Set,Home & Kitchen,Central,New,Retail Store,3,1307.65,0.15,3334.51,896.73,54
ORD001205,17-03-2025,Water Bottle,Home & Kitchen,Central,New,Retail Store,3,513.35,0.1,1386.05,415.08,26
ORD001206,27-01-2025,Face Wash,Beauty,Central,New,Online,3,356.15,0,1068.45,443.58,56
ORD001207,01-03-2024,Face Wash,Beauty,Central,Loyal,Online,3,356.64,0.1,962.93,312.65,56
ORD001208,01-05-2023,Face Wash,Beauty,East,Loyal,Retail Store,1,344.65,0.2,275.72,78.38,61
ORD001209,12-01-2023,Jeans,Fashion,South,New,Retail Store,2,1606.98,0.1,2892.56,1191.43,34
ORD001210,02-08-2025,Face Wash,Beauty,Central,Loyal,Online,2,343.44,0.15,583.85,140.71,26
ORD001211,08-02-2025,Laptop Stand,Electronics,North,New,Online,4,1285.84,0,5143.36,2026.23,65
ORD001212,18-05-2025,Face Wash,Beauty,South,Returning,Online,2,355.09,0,710.18,233.95,21
ORD001213,30-08-2024,USB-C Charger,Electronics,West,Returning,Online,5,992.56,0.15,4218.38,1200.03,42
ORD001214,17-10-2023,Backpack,Fashion,Central,Returning,Retail Store,2,1396.99,0.25,2095.49,714.36,12
ORD001215,07-03-2024,Mixer Grinder,Home & Kitchen,South,New,Retail Store,4,3234.64,0.1,11644.7,3531.38,68
ORD001216,18-05-2023,Wireless Mouse,Electronics,East,New,Retail Store,2,804.5,0,1609,460.51,39
ORD001217,17-11-2023,Smart Watch,Electronics,East,Returning,Retail Store,2,3033.31,0.15,5156.63,2091.4,11
ORD001218,22-05-2025,Hair Serum,Beauty,East,New,Online,2,704.63,0.05,1338.8,466.33,57
ORD001219,09-11-2023,USB-C Charger,Electronics,South,Loyal,Retail Store,3,985.35,0.05,2808.25,911.17,46
ORD001220,07-11-2024,Hair Serum,Beauty,Central,Returning,Online,1,715.47,0.25,536.6,189.8,7
ORD001221,11-12-2023,Wireless Mouse,Electronics,South,Returning,Online,4,807.59,0.2,2584.29,642.63,37
ORD001222,24-10-2024,Smart Watch,Electronics,North,Loyal,Online,5,3038.71,0.15,12914.52,3686.03,53
ORD001223,08-05-2024,Perfume,Beauty,West,Returning,Online,2,1296.08,0.1,2332.94,904.55,53
ORD001224,14-03-2024,Men's T-Shirt,Fashion,East,Returning,Online,2,700.46,0.1,1260.83,452.66,19
ORD001225,10-06-2025,Water Bottle,Home & Kitchen,South,Returning,Online,4,508.25,0.1,1829.7,529.15,43
ORD001226,27-01-2024,Non-stick Pan,Home & Kitchen,East,New,Online,3,1087.78,0,3263.34,953.54,70
ORD001227,27-09-2024,Mixer Grinder,Home & Kitchen,North,New,Retail Store,5,3385.03,0.1,15232.64,5199.74,22
ORD001228,07-09-2025,Non-stick Pan,Home & Kitchen,North,New,Retail Store,6,1111.38,0.05,6334.87,2624.08,32
ORD001229,19-07-2025,Face Wash,Beauty,South,Returning,Online,1,351.54,0.2,281.23,67.71,43
ORD001230,10-11-2023,Men's T-Shirt,Fashion,South,New,Retail Store,5,686.98,0.05,3263.15,1133.93,49
ORD001231,19-07-2023,Perfume,Beauty,East,Loyal,Retail Store,3,1320.92,0.1,3566.48,1021.91,52
ORD001232,13-12-2023,Hair Serum,Beauty,East,New,Online,1,699.57,0.1,629.61,222.6,34
ORD001233,31-01-2024,Moisturizer,Beauty,South,Loyal,Retail Store,2,588.35,0.1,1059.03,361.88,47
ORD001234,21-12-2023,Wireless Mouse,Electronics,East,New,Retail Store,3,801.65,0.05,2284.7,884.68,51
ORD001235,30-06-2023,USB-C Charger,Electronics,North,New,Online,3,1008.55,0.05,2874.37,1187.55,56
ORD001236,21-03-2024,Water Bottle,Home & Kitchen,West,New,Online,4,496.7,0,1986.8,707.65,59
ORD001237,27-09-2024,Bluetooth Speaker,Electronics,West,New,Retail Store,3,1511.37,0,4534.11,1372.91,31
ORD001238,13-02-2024,Men's T-Shirt,Fashion,East,Returning,Retail Store,2,702.14,0,1404.28,471.47,70
ORD001239,16-12-2023,Bluetooth Speaker,Electronics,Central,Loyal,Retail Store,2,1543.5,0,3087,947,45
ORD001240,29-02-2024,Mixer Grinder,Home & Kitchen,Central,Returning,Online,1,3247.99,0.05,3085.59,1156.11,46
ORD001241,15-08-2025,Jeans,Fashion,North,Loyal,Retail Store,4,1581.92,0.15,5378.53,1333.68,30
ORD001242,01-02-2025,Hair Serum,Beauty,West,New,Online,1,709.53,0.05,674.05,233.15,16
ORD001243,13-05-2025,Face Wash,Beauty,East,Returning,Online,2,357.95,0,715.9,201.35,66
ORD001244,14-02-2023,LED Desk Lamp,Home & Kitchen,Central,New,Retail Store,1,913.88,0.1,822.49,258.85,66
ORD001245,03-02-2025,Sunscreen,Beauty,East,Loyal,Online,1,564.67,0,564.67,223.32,50
ORD001246,12-05-2025,Bedsheet Set,Home & Kitchen,East,Returning,Online,4,1283.67,0,5134.68,1300.5,34
ORD001247,13-10-2023,Laptop Stand,Electronics,East,Returning,Retail Store,3,1293.11,0.05,3685.36,1375.25,32
ORD001248,21-03-2025,Men's T-Shirt,Fashion,West,New,Online,4,695.55,0,2782.2,656.81,42
ORD001249,13-06-2025,Smart Watch,Electronics,South,Returning,Online,4,2995.14,0.2,9584.45,3023.6,56
ORD001250,22-08-2025,Perfume,Beauty,West,New,Online,2,1297.46,0.15,2205.68,689.71,7
ORD001251,04-03-2025,Laptop Stand,Electronics,East,Loyal,Retail Store,3,1294.27,0.2,3106.25,859.31,35
ORD001252,17-03-2025,Perfume,Beauty,North,New,Online,2,1274.77,0.1,2294.59,911.22,61
ORD001253,25-01-2025,Water Bottle,Home & Kitchen,East,Loyal,Online,3,507.77,0.1,1370.98,552.39,43
ORD001254,10-10-2023,Face Wash,Beauty,South,Returning,Online,4,347.95,0.05,1322.21,463.84,40
ORD001255,06-08-2024,Backpack,Fashion,West,New,Retail Store,2,1438.07,0.05,2732.33,831.58,28
ORD001256,25-11-2025,USB-C Charger,Electronics,West,New,Online,5,984.09,0.25,3690.34,1448.43,15
ORD001257,15-10-2024,Laptop Stand,Electronics,Central,Returning,Retail Store,2,1304.59,0.05,2478.72,1021.19,32
ORD001258,22-04-2023,Backpack,Fashion,West,Loyal,Retail Store,3,1427.48,0.1,3854.2,1548.01,66
ORD001259,27-08-2025,Mixer Grinder,Home & Kitchen,Central,Returning,Online,4,3394.79,0,13579.16,4431.45,37
ORD001260,04-11-2023,Wireless Mouse,Electronics,East,Loyal,Retail Store,6,790.91,0.15,4033.64,1543.14,23
ORD001261,09-06-2025,Bluetooth Speaker,Electronics,West,Loyal,Retail Store,3,1503.52,0.1,4059.5,933.74,48
ORD001262,31-05-2024,Bedsheet Set,Home & Kitchen,East,Returning,Retail Store,2,1308.27,0,2616.54,669.17,20
ORD001263,05-02-2023,LED Desk Lamp,Home & Kitchen,East,Loyal,Retail Store,2,897.08,0,1794.16,407.85,58
ORD001264,24-05-2024,Men's T-Shirt,Fashion,North,Returning,Retail Store,2,707.14,0,1414.28,433.08,41
ORD001265,27-07-2025,Sunscreen,Beauty,South,New,Online,5,560.54,0.15,2382.29,795.24,22
ORD001266,30-10-2024,Water Bottle,Home & Kitchen,North,Loyal,Online,6,509.29,0.25,2291.81,550.55,65
ORD001267,22-11-2024,Backpack,Fashion,West,New,Retail Store,3,1388.99,0.25,3125.23,1095.64,36
ORD001268,27-08-2023,Women's Kurti,Fashion,Central,Loyal,Online,3,1207.34,0.1,3259.82,1234.64,55
ORD001269,05-02-2025,Hair Serum,Beauty,West,Returning,Online,3,711.12,0.05,2026.69,761.35,83
ORD001270,27-03-2025,Men's T-Shirt,Fashion,East,Returning,Retail Store,3,712.35,0,2137.05,751.05,57
ORD001271,05-08-2025,Sunscreen,Beauty,East,Returning,Retail Store,4,546.93,0.15,1859.56,432.8,45
ORD001272,11-05-2025,Sunscreen,Beauty,East,Returning,Retail Store,2,538.36,0.1,969.05,279.2,30
ORD001273,07-11-2023,LED Desk Lamp,Home & Kitchen,West,Loyal,Online,4,898.55,0.25,2695.65,810.28,57
ORD001274,23-09-2025,Perfume,Beauty,East,Returning,Retail Store,5,1297,0.1,5836.5,1624.68,48
ORD001275,15-08-2025,Wireless Mouse,Electronics,South,New,Retail Store,3,805.59,0.05,2295.93,695.85,32
ORD001276,02-10-2025,Running Shoes,Fashion,West,Returning,Online,5,2567.57,0.2,10270.28,2513.13,26
ORD001277,08-03-2024,USB-C Charger,Electronics,Central,Returning,Retail Store,2,1017.86,0.2,1628.58,597.51,76
ORD001278,21-12-2024,Women's Kurti,Fashion,West,Loyal,Retail Store,5,1196.79,0.2,4787.16,1154.32,23
ORD001279,25-10-2025,Perfume,Beauty,Central,Returning,Online,3,1322.18,0.15,3371.56,934.79,45
ORD001280,30-12-2023,Non-stick Pan,Home & Kitchen,East,New,Retail Store,6,1102.52,0.2,5292.1,1346.6,34
ORD001281,06-05-2025,Bedsheet Set,Home & Kitchen,West,New,Retail Store,3,1282.02,0,3846.06,1322.98,42
ORD001282,16-02-2023,Mixer Grinder,Home & Kitchen,Central,New,Retail Store,2,3345.91,0.1,6022.64,2471.51,80
ORD001283,13-11-2025,Women's Kurti,Fashion,South,New,Retail Store,2,1185.52,0.1,2133.94,869.43,34
ORD001284,29-09-2023,Backpack,Fashion,North,Returning,Online,3,1403.14,0.1,3788.48,1351.48,38
ORD001285,29-12-2023,LED Desk Lamp,Home & Kitchen,Central,New,Online,2,895.91,0.2,1433.46,579.16,16
ORD001286,04-08-2025,Smart Watch,Electronics,North,Returning,Online,3,3069.04,0.1,8286.41,3472.89,16
ORD001287,04-05-2025,Jeans,Fashion,Central,Returning,Retail Store,5,1646.11,0.15,6995.97,2539.21,52
ORD001288,03-05-2023,Backpack,Fashion,West,Loyal,Retail Store,3,1396.44,0,4189.32,1522.08,27
ORD001289,27-05-2025,USB-C Charger,Electronics,North,Loyal,Online,4,1007.98,0.2,3225.54,1220.3,48
ORD001290,20-01-2025,Bedsheet Set,Home & Kitchen,East,Loyal,Online,3,1286.67,0.1,3474.01,831.77,57
ORD001291,27-07-2025,Face Wash,Beauty,South,Loyal,Retail Store,3,349.78,0.15,891.94,336.68,24
ORD001292,17-07-2024,Sunscreen,Beauty,North,Loyal,Retail Store,3,538.73,0.05,1535.38,608.06,39
ORD001293,19-08-2024,Backpack,Fashion,South,Loyal,Online,2,1401.79,0.15,2383.04,664.81,38
ORD001294,28-10-2023,Sunscreen,Beauty,East,Returning,Online,4,538.79,0.1,1939.64,508.83,23
ORD001295,25-01-2023,Jeans,Fashion,East,New,Retail Store,2,1599.47,0.1,2879.05,989.51,36
ORD001296,16-11-2023,Hair Serum,Beauty,Central,Returning,Online,3,707.68,0.15,1804.58,711.29,48
ORD001297,18-09-2025,Non-stick Pan,Home & Kitchen,North,Returning,Online,3,1094.02,0,3282.06,869.29,31
ORD001298,08-02-2024,Water Bottle,Home & Kitchen,West,Loyal,Online,1,509.98,0,509.98,198.46,63
ORD001299,19-02-2024,Water Bottle,Home & Kitchen,North,Loyal,Online,2,501.68,0.05,953.19,261.45,58
ORD001300,25-04-2023,LED Desk Lamp,Home & Kitchen,Central,Loyal,Online,1,914.26,0.2,731.41,261.8,49
ORD001301,12-04-2024,LED Desk Lamp,Home & Kitchen,South,Loyal,Online,4,893.49,0.1,3216.56,1185.7,50
ORD001302,29-09-2023,Moisturizer,Beauty,East,New,Online,3,609.83,0.1,1646.54,519.41,48
ORD001303,15-10-2024,Smart Watch,Electronics,South,New,Retail Store,2,2968.62,0.15,5046.65,1657.69,35
ORD001304,06-09-2024,Hair Serum,Beauty,North,Loyal,Online,1,710.18,0,710.18,219.11,25
ORD001305,23-07-2025,Wireless Mouse,Electronics,East,Returning,Retail Store,3,808.23,0.1,2182.22,623.52,22
ORD001306,05-09-2024,Jeans,Fashion,Central,New,Online,3,1607.24,0.1,4339.55,1497.94,52
ORD001307,25-09-2025,Wireless Mouse,Electronics,East,Returning,Retail Store,4,789.54,0.1,2842.34,662.58,25
ORD001308,13-07-2023,LED Desk Lamp,Home & Kitchen,East,New,Online,1,889.72,0,889.72,215.08,39
ORD001309,21-09-2024,Moisturizer,Beauty,East,New,Online,3,607.53,0,1822.59,739.08,52
ORD001310,25-10-2024,Men's T-Shirt,Fashion,South,Loyal,Retail Store,4,706.34,0.1,2542.82,639.33,6
ORD001311,03-05-2025,Jeans,Fashion,South,Returning,Retail Store,5,1633.73,0.2,6534.92,1922.3,28
ORD001312,25-12-2024,Mixer Grinder,Home & Kitchen,West,Returning,Online,3,3301.82,0.2,7924.37,2951.39,51
